id,category_id,title,author,description,release_year
4465.0,Comics & Graphic Novels,Beauty is the Beast,Tomo Matsumoto,"When bubbly eleventh-grader Eimi Yamashita finds out that her parents are relocating for work, she decides to strike out on her own and move into a dormitory for girls. Little does Eimi suspect the exciting romantic adventures that await her there! As winter sets in at the dforms and the boys hog all the electricity, Shimonuki continues his quest to win Eimi's heart. She agrees to a date but they both end up confessing to Wanibuchi. Despite Wanibuchi's commitment to another woman, Eimi can't stop loving him. What will she do if Wanibuchi moves back to Mexico?!",2006.0
4466.0,Comics & Graphic Novels,Bleach,Tite Kubo,"Ichigo Kurosaki never asked for the ability to see ghosts - he was born with the gift. When his family is attacked by a Hollow, a malevolent lost soul, Ichigo becomes a Soul Reaper, dedicating his life to protecting the innocent and helping the tortured spirits themselves find peace. Find out why Tite Kubo's Bleach has become an international manga smash-hit! The race to save Rukia from the Soul Society is officially on, and Ichigo and company have come to their first roadblock, a very, very big roadblock. Jindanbô, the monstrous, fez-sporting gatekeeper hasn't let a single soul enter the Western Gate he guards in over 300 years, and he isn't about to change his mind about it just because Ichigo's crew wants to go through either. But, in a where-the-rubber-meets-the-road kind of way, Ichigo wasn't expecting his assault on the Soul Society to be a piece of cake either. After all, that'd just be boring.",2006.0
4467.0,Comics & Graphic Novels,Battle Angel Alita: Last Order,Yukito Kishiro,Beautiful battle angel Alita's adventures continue as she awakens in a new cyborg body and encounters a world filled with bizarre and tormented characters.,2006.0
4468.0,Comics & Graphic Novels,Fullmetal Alchemist,Hiromu Arakawa,"In an alchemical ritual gone wrong, Edward Elric lost his arm and his leg, and his brother Alphonse became nothing but a soul in a suit of armor. Equipped with mechanical ""auto-mail"" limbs, Edward becomes a state alchemist, seeking the one thing that can restore his brother and himself...the legendary Philosopher's Stone.",2006.0
4469.0,Comics & Graphic Novels,Fullmetal Alchemist,Hiromu Arakawa,"Barry the Chopper, the psychopathic killer whose soul is encased in a suit of armor, has been captured by Colonel Mustang's troops. Fearing he will reveal the Philosopher's Stone conspiracy, Gluttony and Lust decide to kill him, using Barry's own original soulless body to track him down! Though Colonel Mustang has anticipated their moves and set up an ambush, Gluttony and Lust prove too powerful and easily fight their way through to Barry, who is being protected by Al and Lieutenant Hawkeye. In a terrible battle, a badly injured Colonel Mustang sacrifices all in a last-ditch attempt to stop Lust!",2006.0
4470.0,Comics & Graphic Novels,Ranma 1/2,Rumiko Takahashi,"Follows the adventures of half-boy, half-girl martial artist Ranma, whose transforming gender problems began at the Accursed Springs in China when he became cursed to turn into a girl when splashed with cold water, and back into a boy with hot water.",2006.0
4471.0,Comics & Graphic Novels,From Far Away,Kyoko Hikawa,"The End is here! The darkness that has pursued Noriko and her tortured warrior Izark descends full force as their corrupt enemies in the government stage a last coup. With Noriko bedridden, Izark must fight alone, but help may come from an unexpected source. Still, even if they survive, the prophecy can no longer be avoided. The time of the Sky Demon has come--and no one is ready for the final revelation. Will Noriko truly be the death of her first and only love? Find out all the answers and much more in the incredible conclusion to this epic manga.",2007.0
4472.0,Comics & Graphic Novels,Hikaru no Go,Yumi Hotta,"The Pro Test Preliminaries: Day Four: Hikaru faces the preliminary rounds of the pro test, during which he must eliminate not only his classmates at the insei school but also any outsiders who want to take the test. One of them in particular appears to know how to exploit Hikaru's weaknesses, and poor Hikaru seems powerless to stop him.",2006.0
4473.0,Comics & Graphic Novels,JoJo's Bizarre Adventure: Part 3--Stardust Crusaders,Hirohiko Araki,"Violent, strange saga spanning four continents and four generations. Araki's ideas are stretched increasingly thin, but there is still plenty of action and new concepts to sustain the interest of demanding Shounen Jump readers. Each part of Jojo can be read more or less independently, and has its own atmosphere and storytelling/art style.",2006.0
4474.0,Comics & Graphic Novels,Yakitate!! Japan,Takashi Hashiguchi,"Kazuma Azuma is a 16-year-old boy determined to make Ja-pan, the national bread of Japan. Blessed with magical ""Hands of the Sun,"" which allow dough to ferment faster, he goes to Tokyo to further his knowledge and skills at Pantasia, a giant bakery chain.",2007.0
4475.0,Comics & Graphic Novels,Fullmetal Alchemist,Hiromu Arakawa,"In an alchemical ritual gone wrong, Edward Elric lost his arm and his leg, and his brother Alphonse became nothing but a soul in a suit of armor. Equipped with mechanical ""auto-mail"" limbs, Edward becomes a state alchemist, seeking the one thing that can restore his brother and himself...the legendary Philosopher's Stone.",2007.0
4476.0,Comics & Graphic Novels,Angel's Vision,Yukito Kishiro,Beautiful battle angel Alita's adventures continue as she awakens in a new cyborg body and encounters a world filled with bizarre and tormented characters.,2006.0
4477.0,Comics & Graphic Novels,The Drifting Classroom,Kazuo Umezu,"A flash flood turns the desert into a drowned world, and the students struggle to protect the school--and their precious vegetable garden--from the deluge. But just as the first vegetables are ready to harvest, the crop is infested with a strange fungus. Was all their work for nothing? Lonely for home and their parents, the students make a surrogate mother out of a statue...only to find it replaced one day by a new, terrifying idol...",2007.0
